gnr;jahr;dim;wert
5588;1991;21;10.60
5588;1991;22;4.25
5589;1991;21;6.80
5589;1991;22;-6.89
5590;1991;21;13.53
5590;1991;22;1.74
5591;1991;21;4.30
5591;1991;22;-9.48
5592;1991;21;7.17
5592;1991;22;-2.92
5601;1991;21;9.42
5601;1991;22;-0.38
5604;1991;21;3.45
5604;1991;22;3.87
5606;1991;21;12.81
5606;1991;22;2.40
5607;1991;21;6.10
5607;1991;22;3.96
5609;1991;21;9.21
5609;1991;22;2.79
5610;1991;21;12.61
5610;1991;22;1.66
5611;1991;21;9.20
5611;1991;22;3.03
5613;1991;21;9.58
5613;1991;22;4.36
5621;1991;21;10.11
5621;1991;22;3.57
5622;1991;21;6.98
5622;1991;22;2.39
5623;1991;21;9.53
5623;1991;22;4.89
5624;1991;21;8.36
5624;1991;22;-6.47
5625;1991;21;13.36
5625;1991;22;3.40
5627;1991;21;5.26
5627;1991;22;-12.34
5628;1991;21;11.07
5628;1991;22;6.10
5629;1991;21;4.78
5629;1991;22;-4.55
5631;1991;21;15.28
5631;1991;22;5.59
5632;1991;21;8.70
5632;1991;22;-4.22
5633;1991;21;10.82
5633;1991;22;0.92
5634;1991;21;12.37
5634;1991;22;1.42
5635;1991;21;7.08
5635;1991;22;-7.79
5636;1991;21;11.38
5636;1991;22;-2.96
5637;1991;21;9.61
5637;1991;22;2.82
5638;1991;21;11.91
5638;1991;22;1.13
5639;1991;21;12.56
5639;1991;22;5.70
5640;1991;21;16.34
5640;1991;22;1.91
5642;1991;21;9.02
5642;1991;22;-2.29
5643;1991;21;10.29
5643;1991;22;-2.49
5644;1991;21;16.98
5644;1991;22;-7.29
5645;1991;21;15.68
5645;1991;22;4.82
5646;1991;21;11.47
5646;1991;22;0.48
5648;1991;21;11.28
5648;1991;22;4.28
5649;1991;21;8.45
5649;1991;22;-0.04
5650;1991;21;5.47
5650;1991;22;2.82
5651;1991;21;10.40
5651;1991;22;1.80
5652;1991;21;5.92
5652;1991;22;2.92
5653;1991;21;14.14
5653;1991;22;9.36
5654;1991;21;12.07
5654;1991;22;1.84
5655;1991;21;11.20
5655;1991;22;4.42
5661;1991;21;4.01
5661;1991;22;7.29
5662;1991;21;15.35
5662;1991;22;-8.84
5663;1991;21;4.57
5663;1991;22;1.93
5665;1991;21;-4.49
5665;1991;22;6.37
5666;1991;21;0.85
5666;1991;22;6.39
5668;1991;21;-2.24
5668;1991;22;-3.62
5669;1991;21;1.55
5669;1991;22;3.33
5671;1991;21;2.17
5671;1991;22;6.07
5672;1991;21;6.65
5672;1991;22;12.35
5673;1991;21;7.03
5673;1991;22;5.71
5674;1991;21;13.18
5674;1991;22;-2.85
5675;1991;21;-1.65
5675;1991;22;-0.50
5678;1991;21;5.36
5678;1991;22;3.60
5680;1991;21;1.43
5680;1991;22;2.22
5683;1991;21;9.29
5683;1991;22;8.11
5684;1991;21;1.63
5684;1991;22;14.06
5686;1991;21;13.27
5686;1991;22;12.19
5688;1991;21;0.41
5688;1991;22;0.89
5690;1991;21;-1.58
5690;1991;22;-1.68
5692;1991;21;5.57
5692;1991;22;-4.08
5693;1991;21;7.29
5693;1991;22;5.64
5701;1991;21;9.63
5701;1991;22;12.22
5702;1991;21;6.17
5702;1991;22;2.96
5703;1991;21;8.99
5703;1991;22;-2.01
5704;1991;21;9.38
5704;1991;22;-1.07
5705;1991;21;12.72
5705;1991;22;-0.77
5706;1991;21;16.15
5706;1991;22;1.54
5707;1991;21;8.32
5707;1991;22;2.32
5708;1991;21;14.98
5708;1991;22;0.96
5709;1991;21;13.37
5709;1991;22;1.03
5710;1991;21;7.18
5710;1991;22;-4.56
5711;1991;21;14.17
5711;1991;22;2.11
5712;1991;21;12.86
5712;1991;22;2.14
5713;1991;21;14.30
5713;1991;22;1.99
5714;1991;21;8.52
5714;1991;22;5.07
5715;1991;21;13.03
5715;1991;22;1.31
5716;1991;21;9.69
5716;1991;22;1.33
5717;1991;21;13.98
5717;1991;22;6.41
5718;1991;21;13.17
5718;1991;22;1.56
5719;1991;21;10.51
5719;1991;22;0.44
5720;1991;21;8.36
5720;1991;22;3.21
5721;1991;21;9.33
5721;1991;22;-4.73
5722;1991;21;13.88
5722;1991;22;-0.08
5723;1991;21;13.25
5723;1991;22;-2.32
5724;1991;21;9.20
5724;1991;22;-8.71
5725;1991;21;12.48
5725;1991;22;-0.70
5726;1991;21;13.65
5726;1991;22;-1.98
5727;1991;21;6.48
5727;1991;22;-8.00
5728;1991;21;12.56
5728;1991;22;5.70
5729;1991;21;13.56
5729;1991;22;2.90
5730;1991;21;14.53
5730;1991;22;-2.85
5731;1991;21;7.55
5731;1991;22;-2.22
5732;1991;21;11.25
5732;1991;22;3.38
5741;1991;21;-0.46
5741;1991;22;3.45
5742;1991;21;6.84
5742;1991;22;8.84
5743;1991;21;4.87
5743;1991;22;3.63
5744;1991;21;6.99
5744;1991;22;0.13
5745;1991;21;2.84
5745;1991;22;-2.47
5746;1991;21;-0.49
5746;1991;22;-0.92
5747;1991;21;4.32
5747;1991;22;5.21
5748;1991;21;4.06
5748;1991;22;7.59
5749;1991;21;5.67
5749;1991;22;1.78
5750;1991;21;6.33
5750;1991;22;-0.30
5751;1991;21;12.13
5751;1991;22;-6.27
5752;1991;21;4.52
5752;1991;22;-1.56
5754;1991;21;10.99
5754;1991;22;9.21
5755;1991;21;6.37
5755;1991;22;2.63
5756;1991;21;6.08
5756;1991;22;5.07
5757;1991;21;8.35
5757;1991;22;0.19
5758;1991;21;0.14
5758;1991;22;5.47
5759;1991;21;6.95
5759;1991;22;9.32
5760;1991;21;4.51
5760;1991;22;3.01
5761;1991;21;4.13
5761;1991;22;-6.15
5762;1991;21;-2.25
5762;1991;22;3.46
5763;1991;21;0.99
5763;1991;22;7.49
5764;1991;21;3.81
5764;1991;22;-1.39
5765;1991;21;2.99
5765;1991;22;5.77
5766;1991;21;5.67
5766;1991;22;6.38
5782;1991;21;6.94
5782;1991;22;2.57
5785;1991;21;6.10
5785;1991;22;6.46
5788;1991;21;1.86
5788;1991;22;4.32
5789;1991;21;7.25
5789;1991;22;-0.20
5790;1991;21;9.71
5790;1991;22;-7.85
5791;1991;21;9.18
5791;1991;22;-3.95
5792;1991;21;12.81
5792;1991;22;-2.62
5798;1991;21;-2.69
5798;1991;22;7.15
5799;1991;21;12.06
5799;1991;22;-1.68
5803;1991;21;5.91
5803;1991;22;7.19
5804;1991;21;7.84
5804;1991;22;4.54
5805;1991;21;6.30
5805;1991;22;-2.18
5812;1991;21;4.43
5812;1991;22;-1.99
5813;1991;21;-2.46
5813;1991;22;8.45
5816;1991;21;0.50
5816;1991;22;7.64
5817;1991;21;2.18
5817;1991;22;7.45
5819;1991;21;-0.48
5819;1991;22;2.42
5821;1991;21;11.34
5821;1991;22;8.49
5822;1991;21;2.77
5822;1991;22;7.23
5827;1991;21;5.61
5827;1991;22;11.85
5828;1991;21;-5.66
5828;1991;22;12.56
5830;1991;21;8.16
5830;1991;22;10.68
5831;1991;21;1.94
5831;1991;22;7.43
5841;1991;21;2.06
5841;1991;22;8.97
5842;1991;21;0.28
5842;1991;22;9.38
5843;1991;21;0.50
5843;1991;22;7.56
5851;1991;21;11.20
5851;1991;22;-2.56
5852;1991;21;7.37
5852;1991;22;-2.30
5853;1991;21;14.82
5853;1991;22;4.05
5854;1991;21;8.52
5854;1991;22;4.97
5855;1991;21;13.56
5855;1991;22;4.87
5856;1991;21;9.83
5856;1991;22;3.82
5857;1991;21;6.04
5857;1991;22;2.40
5858;1991;21;7.03
5858;1991;22;4.40
5859;1991;21;10.62
5859;1991;22;4.20
5860;1991;21;9.19
5860;1991;22;1.59
5861;1991;21;10.12
5861;1991;22;-2.76
5862;1991;21;4.63
5862;1991;22;5.51
5863;1991;21;11.11
5863;1991;22;4.70
5871;1991;21;4.60
5871;1991;22;-1.43
5872;1991;21;6.18
5872;1991;22;-7.28
5873;1991;21;5.27
5873;1991;22;-0.46
5881;1991;21;11.93
5881;1991;22;2.48
5882;1991;21;10.51
5882;1991;22;3.19
5883;1991;21;12.64
5883;1991;22;5.93
5884;1991;21;6.54
5884;1991;22;-4.55
5885;1991;21;12.48
5885;1991;22;1.16
5886;1991;21;7.14
5886;1991;22;-3.09
5888;1991;21;10.81
5888;1991;22;3.37
5889;1991;21;10.51
5889;1991;22;0.75
5890;1991;21;7.66
5890;1991;22;-5.93
5891;1991;21;7.60
5891;1991;22;2.00
5902;1991;21;3.38
5902;1991;22;13.29
5903;1991;21;-4.88
5903;1991;22;15.11
5904;1991;21;13.26
5904;1991;22;1.21
5905;1991;21;1.84
5905;1991;22;5.46
5907;1991;21;1.00
5907;1991;22;11.71
5908;1991;21;7.30
5908;1991;22;14.59
5909;1991;21;12.39
5909;1991;22;6.43
5910;1991;21;6.28
5910;1991;22;3.74
5911;1991;21;-9.76
5911;1991;22;10.36
5912;1991;21;0.16
5912;1991;22;15.34
5913;1991;21;6.14
5913;1991;22;2.71
5914;1991;21;5.92
5914;1991;22;5.40
5915;1991;21;4.82
5915;1991;22;10.51
5919;1991;21;7.73
5919;1991;22;8.66
5921;1991;21;7.27
5921;1991;22;9.72
5922;1991;21;7.64
5922;1991;22;0.33
5923;1991;21;9.62
5923;1991;22;6.63
5924;1991;21;6.63
5924;1991;22;6.13
5925;1991;21;9.16
5925;1991;22;1.37
5926;1991;21;3.06
5926;1991;22;9.33
5928;1991;21;4.19
5928;1991;22;15.53
5929;1991;21;10.98
5929;1991;22;8.59
5930;1991;21;-0.38
5930;1991;22;5.75
5931;1991;21;3.13
5931;1991;22;-6.83
5932;1991;21;4.90
5932;1991;22;14.15
5933;1991;21;4.50
5933;1991;22;-2.71
5934;1991;21;-0.35
5934;1991;22;13.01
5935;1991;21;2.87
5935;1991;22;8.53
5937;1991;21;5.16
5937;1991;22;7.43
5938;1991;21;3.31
5938;1991;22;-6.12
5939;1991;21;5.76
5939;1991;22;1.24
6002;1991;21;-2.37
6002;1991;22;-2.85
6004;1991;21;-9.02
6004;1991;22;-4.13
6007;1991;21;-5.97
6007;1991;22;-3.63
6008;1991;21;-5.27
6008;1991;22;-3.53
6009;1991;21;-8.00
6009;1991;22;5.26
6010;1991;21;-5.25
6010;1991;22;-3.34
6011;1991;21;-17.08
6011;1991;22;2.18
6021;1991;21;2.32
6021;1991;22;11.44
6022;1991;21;-6.65
6022;1991;22;8.97
6023;1991;21;0.08
6023;1991;22;8.51
6024;1991;21;-4.44
6024;1991;22;4.53
6025;1991;21;0.97
6025;1991;22;8.75
6031;1991;21;-0.56
6031;1991;22;8.16
6032;1991;21;-6.49
6032;1991;22;8.89
6033;1991;21;-6.93
6033;1991;22;7.75
6034;1991;21;-9.18
6034;1991;22;15.27
6035;1991;21;-10.20
6035;1991;22;12.45
6036;1991;21;-1.12
6036;1991;22;10.62
6052;1991;21;-2.91
6052;1991;22;-5.41
6054;1991;21;-2.68
6054;1991;22;-2.55
6055;1991;21;-3.37
6055;1991;22;-7.40
6056;1991;21;-3.41
6056;1991;22;-3.71
6057;1991;21;-3.17
6057;1991;22;-3.59
6058;1991;21;-8.68
6058;1991;22;-0.15
6061;1991;21;2.45
6061;1991;22;-6.18
6064;1991;21;-3.99
6064;1991;22;-10.92
6073;1991;21;-7.51
6073;1991;22;-11.01
6074;1991;21;-0.50
6074;1991;22;0.45
6075;1991;21;-6.60
6075;1991;22;4.51
6076;1991;21;-1.29
6076;1991;22;1.80
6081;1991;21;-3.07
6081;1991;22;9.09
6082;1991;21;-0.21
6082;1991;22;-2.80
6083;1991;21;-4.02
6083;1991;22;15.59
6084;1991;21;-1.99
6084;1991;22;16.20
6087;1991;21;-0.28
6087;1991;22;18.02
6089;1991;21;-0.72
6089;1991;22;9.16
6090;1991;21;-0.20
6090;1991;22;6.68
6101;1991;21;-10.73
6101;1991;22;-0.44
6102;1991;21;-12.95
6102;1991;22;-3.30
6104;1991;21;-14.02
6104;1991;22;2.00
6109;1991;21;-2.63
6109;1991;22;-0.96
6110;1991;21;-5.78
6110;1991;22;-3.79
6111;1991;21;-0.22
6111;1991;22;2.06
6112;1991;21;-2.21
6112;1991;22;-11.94
6113;1991;21;-12.50
6113;1991;22;7.09
6116;1991;21;-9.46
6116;1991;22;0.80
6117;1991;21;-11.98
6117;1991;22;-5.55
6118;1991;21;-9.22
6118;1991;22;-0.04
6119;1991;21;-9.25
6119;1991;22;-3.32
6131;1991;21;-9.98
6131;1991;22;8.01
6132;1991;21;-2.51
6132;1991;22;7.56
6133;1991;21;-6.89
6133;1991;22;7.60
6134;1991;21;-1.84
6134;1991;22;12.69
6135;1991;21;-7.88
6135;1991;22;13.52
6136;1991;21;0.65
6136;1991;22;6.35
6137;1991;21;-4.24
6137;1991;22;4.76
6139;1991;21;-6.01
6139;1991;22;6.29
6140;1991;21;-4.14
6140;1991;22;9.25
6141;1991;21;-7.84
6141;1991;22;3.88
6142;1991;21;-3.94
6142;1991;22;11.76
6151;1991;21;-2.16
6151;1991;22;8.98
6152;1991;21;-0.36
6152;1991;22;3.26
6153;1991;21;1.85
6153;1991;22;2.35
6154;1991;21;-1.99
6154;1991;22;3.82
6155;1991;21;-2.49
6155;1991;22;-0.63
6156;1991;21;-7.31
6156;1991;22;7.60
6157;1991;21;-12.62
6157;1991;22;9.28
6158;1991;21;-0.42
6158;1991;22;7.75
6159;1991;21;1.95
6159;1991;22;4.27
6172;1991;21;-7.71
6172;1991;22;-10.25
6173;1991;21;-9.38
6173;1991;22;-6.99
6177;1991;21;-6.59
6177;1991;22;-10.10
6181;1991;21;-6.34
6181;1991;22;2.65
6191;1991;21;-6.03
6191;1991;22;-5.07
6192;1991;21;-6.47
6192;1991;22;0.90
6193;1991;21;-6.46
6193;1991;22;-2.77
6194;1991;21;-2.82
6194;1991;22;7.51
6195;1991;21;-7.98
6195;1991;22;-4.04
6197;1991;21;0.53
6197;1991;22;-1.32
6198;1991;21;-5.00
6198;1991;22;-1.85
6199;1991;21;-5.15
6199;1991;22;-3.03
6201;1991;21;-8.48
6201;1991;22;-4.35
6202;1991;21;-7.25
6202;1991;22;3.48
6203;1991;21;-2.52
6203;1991;22;-6.02
6204;1991;21;-6.07
6204;1991;22;-0.25
6205;1991;21;-4.05
6205;1991;22;2.84
6211;1991;21;-4.95
6211;1991;22;9.67
6212;1991;21;-10.03
6212;1991;22;3.91
6213;1991;21;-0.55
6213;1991;22;-0.13
6214;1991;21;2.93
6214;1991;22;8.93
6215;1991;21;-1.57
6215;1991;22;2.02
6217;1991;21;3.14
6217;1991;22;4.49
6218;1991;21;3.58
6218;1991;22;5.46
6219;1991;21;-2.42
6219;1991;22;7.37
6220;1991;21;-3.04
6220;1991;22;7.88
6232;1991;21;-1.31
6232;1991;22;1.15
6234;1991;21;-0.44
6234;1991;22;7.69
6235;1991;21;1.81
6235;1991;22;-3.40
6238;1991;21;-1.92
6238;1991;22;10.09
6239;1991;21;1.95
6239;1991;22;-4.61
6240;1991;21;-2.39
6240;1991;22;10.29
6241;1991;21;1.41
6241;1991;22;5.52
6242;1991;21;1.55
6242;1991;22;9.34
6243;1991;21;0.23
6243;1991;22;8.31
6244;1991;21;3.92
6244;1991;22;6.36
6246;1991;21;-1.15
6246;1991;22;8.98
6248;1991;21;1.66
6248;1991;22;3.66
6249;1991;21;5.31
6249;1991;22;4.53
6250;1991;21;3.31
6250;1991;22;-0.27
6252;1991;21;3.49
6252;1991;22;5.57
6261;1991;21;0.01
6261;1991;22;5.26
6263;1991;21;2.55
6263;1991;22;7.64
6265;1991;21;-7.97
6265;1991;22;11.35
6266;1991;21;3.43
6266;1991;22;6.49
6267;1991;21;-2.47
6267;1991;22;6.73
6281;1991;21;-3.45
6281;1991;22;-3.30
6282;1991;21;-14.88
6282;1991;22;-1.66
6283;1991;21;-15.88
6283;1991;22;-0.42
6285;1991;21;-10.35
6285;1991;22;-0.07
6286;1991;21;-12.38
6286;1991;22;-3.49
6287;1991;21;-5.93
6287;1991;22;-5.23
6288;1991;21;-8.08
6288;1991;22;5.64
6289;1991;21;-18.35
6289;1991;22;2.42
6290;1991;21;2.80
6290;1991;22;7.35
6291;1991;21;-12.15
6291;1991;22;0.14
6292;1991;21;-11.97
6292;1991;22;-0.92
6293;1991;21;-10.89
6293;1991;22;1.08
6294;1991;21;-6.97
6294;1991;22;-2.71
6295;1991;21;-12.31
6295;1991;22;-5.35
6296;1991;21;-11.88
6296;1991;22;6.77
6297;1991;21;-0.41
6297;1991;22;-0.77
6298;1991;21;-2.68
6298;1991;22;-8.20
6299;1991;21;-4.95
6299;1991;22;-1.65
6300;1991;21;-3.92
6300;1991;22;1.75
6402;1991;21;6.22
6402;1991;22;-1.06
6404;1991;21;5.78
6404;1991;22;-3.89
6405;1991;21;-6.32
6405;1991;22;-11.93
6407;1991;21;9.53
6407;1991;22;-0.68
6408;1991;21;6.91
6408;1991;22;-3.60
6409;1991;21;5.31
6409;1991;22;6.57
6410;1991;21;5.43
6410;1991;22;-1.31
6411;1991;21;-0.72
6411;1991;22;1.94
6412;1991;21;4.50
6412;1991;22;-2.30
6413;1991;21;7.37
6413;1991;22;-2.35
6414;1991;21;7.16
6414;1991;22;-5.18
6415;1991;21;5.52
6415;1991;22;4.30
6416;1991;21;9.53
6416;1991;22;0.03
6421;1991;21;6.20
6421;1991;22;-13.02
6422;1991;21;1.75
6422;1991;22;-4.64
6423;1991;21;4.05
6423;1991;22;-4.38
6431;1991;21;9.30
6431;1991;22;-10.78
6432;1991;21;-5.74
6432;1991;22;9.09
6433;1991;21;-7.63
6433;1991;22;8.95
6434;1991;21;4.21
6434;1991;22;2.04
6435;1991;21;9.07
6435;1991;22;0.29
6436;1991;21;6.39
6436;1991;22;-13.64
6437;1991;21;1.15
6437;1991;22;-0.47
6451;1991;21;4.22
6451;1991;22;0.62
6452;1991;21;7.21
6452;1991;22;-0.97
6453;1991;21;6.47
6453;1991;22;-0.85
6454;1991;21;7.89
6454;1991;22;-2.11
6455;1991;21;6.56
6455;1991;22;-2.52
6456;1991;21;3.87
6456;1991;22;0.12
6458;1991;21;8.40
6458;1991;22;-6.86
6459;1991;21;10.82
6459;1991;22;2.45
6461;1991;21;6.46
6461;1991;22;-4.84
6485;1991;21;3.78
6485;1991;22;-4.58
6487;1991;21;4.44
6487;1991;22;-4.35
6504;1991;21;-3.93
6504;1991;22;5.38
6511;1991;21;-4.80
6511;1991;22;2.17
6512;1991;21;1.29
6512;1991;22;-4.54
6601;1991;21;15.22
6601;1991;22;-8.62
6602;1991;21;15.25
6602;1991;22;1.75
6603;1991;21;7.04
6603;1991;22;-17.23
6604;1991;21;13.23
6604;1991;22;-8.62
6605;1991;21;13.67
6605;1991;22;-9.89
6606;1991;21;9.74
6606;1991;22;-4.00
6607;1991;21;11.91
6607;1991;22;-12.64
6608;1991;21;6.81
6608;1991;22;-17.23
6609;1991;21;14.00
6609;1991;22;-5.78
6610;1991;21;11.98
6610;1991;22;-3.32
6611;1991;21;7.57
6611;1991;22;-13.79
6612;1991;21;14.35
6612;1991;22;-3.01
6613;1991;21;8.11
6613;1991;22;-13.08
6614;1991;21;11.95
6614;1991;22;-4.38
6615;1991;21;11.17
6615;1991;22;-6.11
6616;1991;21;15.27
6616;1991;22;2.72
6617;1991;21;16.35
6617;1991;22;6.01
6618;1991;21;13.51
6618;1991;22;-8.57
6619;1991;21;13.27
6619;1991;22;-2.29
6620;1991;21;12.23
6620;1991;22;-11.04
6621;1991;21;8.29
6621;1991;22;-13.32
6622;1991;21;14.08
6622;1991;22;-3.63
6623;1991;21;9.39
6623;1991;22;-10.02
6624;1991;21;11.46
6624;1991;22;0.35
6625;1991;21;14.20
6625;1991;22;-6.39
6626;1991;21;9.56
6626;1991;22;3.77
6627;1991;21;17.88
6627;1991;22;-3.15
6628;1991;21;7.01
6628;1991;22;-13.91
6629;1991;21;13.23
6629;1991;22;-6.64
6630;1991;21;6.44
6630;1991;22;-15.25
6631;1991;21;4.67
6631;1991;22;-15.07
6632;1991;21;10.68
6632;1991;22;-11.69
6633;1991;21;11.86
6633;1991;22;-8.68
6634;1991;21;12.26
6634;1991;22;-4.09
6635;1991;21;11.97
6635;1991;22;-4.32
6636;1991;21;11.44
6636;1991;22;-13.13
6637;1991;21;11.39
6637;1991;22;-6.15
6638;1991;21;12.14
6638;1991;22;-5.28
6639;1991;21;12.75
6639;1991;22;-5.84
6640;1991;21;9.72
6640;1991;22;-8.13
6641;1991;21;14.91
6641;1991;22;-3.03
6642;1991;21;14.01
6642;1991;22;6.12
6643;1991;21;5.01
6643;1991;22;-17.25
6644;1991;21;10.92
6644;1991;22;-8.52
6645;1991;21;13.46
6645;1991;22;-3.69
6702;1991;21;2.32
6702;1991;22;-10.58
6703;1991;21;6.43
6703;1991;22;-5.20
6704;1991;21;3.28
6704;1991;22;-17.97
6705;1991;21;-0.76
6705;1991;22;-16.75
6706;1991;21;1.49
6706;1991;22;-19.22
6708;1991;21;0.62
6708;1991;22;-14.15
6709;1991;21;1.50
6709;1991;22;-17.56
6710;1991;21;2.81
6710;1991;22;-19.66
6711;1991;21;8.21
6711;1991;22;-20.47
6712;1991;21;3.86
6712;1991;22;-13.83
6713;1991;21;-22.51
6713;1991;22;-6.57
6715;1991;21;3.87
6715;1991;22;-17.15
6716;1991;21;2.14
6716;1991;22;-12.78
6718;1991;21;-3.93
6718;1991;22;-15.94
6719;1991;21;4.50
6719;1991;22;-14.15
6720;1991;21;0.09
6720;1991;22;-14.57
6721;1991;21;8.61
6721;1991;22;-16.58
6722;1991;21;0.59
6722;1991;22;-16.76
6724;1991;21;0.35
6724;1991;22;-12.58
6728;1991;21;-2.19
6728;1991;22;-16.78
6729;1991;21;1.60
6729;1991;22;-18.21
6730;1991;21;2.68
6730;1991;22;-19.15
6741;1991;21;-2.40
6741;1991;22;-17.02
6742;1991;21;5.34
6742;1991;22;-12.78
6743;1991;21;8.13
6743;1991;22;-15.67
6744;1991;21;9.24
6744;1991;22;-15.25
6745;1991;21;4.95
6745;1991;22;-18.03
6748;1991;21;6.94
6748;1991;22;-19.25
6750;1991;21;5.13
6750;1991;22;-25.95
6751;1991;21;0.60
6751;1991;22;-14.19
6753;1991;21;-1.38
6753;1991;22;-11.92
6754;1991;21;5.28
6754;1991;22;-17.39
6757;1991;21;9.84
6757;1991;22;-16.70
6758;1991;21;-0.22
6758;1991;22;-16.67
6759;1991;21;-9.16
6759;1991;22;-3.24
6771;1991;21;2.29
6771;1991;22;-12.87
6773;1991;21;-2.09
6773;1991;22;-14.49
6774;1991;21;5.72
6774;1991;22;-10.81
6775;1991;21;-4.27
6775;1991;22;-9.33
6778;1991;21;-0.03
6778;1991;22;1.29
6781;1991;21;-4.50
6781;1991;22;-13.33
6782;1991;21;-3.10
6782;1991;22;-14.58
6783;1991;21;-5.92
6783;1991;22;-8.86
6784;1991;21;-0.81
6784;1991;22;-10.77
6785;1991;21;-2.07
6785;1991;22;-12.21
6787;1991;21;3.64
6787;1991;22;-11.95
6789;1991;21;-3.51
6789;1991;22;-8.07
6790;1991;21;5.66
6790;1991;22;-18.76
6792;1991;21;-3.39
6792;1991;22;-16.64
6793;1991;21;-13.06
6793;1991;22;-8.96
6800;1991;21;7.74
6800;1991;22;-11.44
6803;1991;21;-0.90
6803;1991;22;-11.94
6806;1991;21;-3.17
6806;1991;22;-6.33
6807;1991;21;-1.82
6807;1991;22;-7.28
6808;1991;21;2.21
6808;1991;22;-11.02
6809;1991;21;0.64
6809;1991;22;-12.63
6810;1991;21;-2.70
6810;1991;22;-4.28
1;1992;21;4.15
1;1992;22;2.60
2;1992;21;0.15
2;1992;22;1.56
3;1992;21;4.56
3;1992;22;-1.48
4;1992;21;2.08
4;1992;22;0.51
5;1992;21;2.53
5;1992;22;2.27
6;1992;21;-5.95
6;1992;22;8.24
7;1992;21;0.35
7;1992;22;1.76
8;1992;21;-4.78
8;1992;22;2.95
9;1992;21;1.56
9;1992;22;3.18
10;1992;21;1.52
10;1992;22;1.43
11;1992;21;4.58
11;1992;22;1.45
12;1992;21;3.34
12;1992;22;0.04
13;1992;21;8.30
13;1992;22;3.30
14;1992;21;7.05
14;1992;22;5.24
21;1992;21;-8.88
21;1992;22;16.50
22;1992;21;-8.07
22;1992;22;9.68
23;1992;21;-6.82
23;1992;22;11.25
24;1992;21;-6.64
24;1992;22;11.22
25;1992;21;1.54
25;1992;22;1.48
26;1992;21;-7.26
26;1992;22;12.03
27;1992;21;-5.01
27;1992;22;-1.26
28;1992;21;-8.44
28;1992;22;13.36
29;1992;21;4.93
29;1992;22;2.19
30;1992;21;1.30
30;1992;22;9.87
31;1992;21;-3.54
31;1992;22;6.19
32;1992;21;-6.88
32;1992;22;11.61
33;1992;21;-4.94
33;1992;22;7.37
34;1992;21;-0.73
34;1992;22;5.81
35;1992;21;-7.32
35;1992;22;6.80
36;1992;21;-6.49
36;1992;22;8.10
37;1992;21;-6.87
37;1992;22;8.83
38;1992;21;-2.99
38;1992;22;-1.17
39;1992;21;-7.97
39;1992;22;11.47
40;1992;21;-7.38
40;1992;22;6.68
41;1992;21;-13.65
41;1992;22;13.43
42;1992;21;-1.95
42;1992;22;8.62
43;1992;21;-10.74
43;1992;22;12.89
44;1992;21;-6.47
44;1992;22;6.41
51;1992;21;-0.48
51;1992;22;2.61
52;1992;21;3.47
52;1992;22;-0.01
53;1992;21;-2.41
53;1992;22;3.46
54;1992;21;4.82
54;1992;22;0.17
55;1992;21;-1.97
55;1992;22;5.70
56;1992;21;-2.56
56;1992;22;1.67
57;1992;21;-4.89
57;1992;22;4.12
58;1992;21;-5.96
58;1992;22;1.68
59;1992;21;-6.64
59;1992;22;4.74
60;1992;21;-11.26
60;1992;22;8.66
61;1992;21;-5.04
61;1992;22;4.05
62;1992;21;1.04
62;1992;22;-1.00
63;1992;21;-4.60
63;1992;22;10.10
64;1992;21;3.22
64;1992;22;8.40
65;1992;21;-3.33
65;1992;22;10.55
66;1992;21;0.86
66;1992;22;0.93
67;1992;21;-8.11
67;1992;22;6.66
68;1992;21;-4.66
68;1992;22;1.54
69;1992;21;5.42
69;1992;22;4.05
70;1992;21;-4.05
70;1992;22;3.10
71;1992;21;-8.13
71;1992;22;7.76
72;1992;21;0.80
72;1992;22;7.33
81;1992;21;-7.07
81;1992;22;8.08
82;1992;21;0.30
82;1992;22;7.59
83;1992;21;-1.06
83;1992;22;4.77
84;1992;21;-1.07
84;1992;22;4.09
85;1992;21;-1.36
85;1992;22;1.35
86;1992;21;0.86
86;1992;22;1.32
87;1992;21;-7.06
87;1992;22;9.05
88;1992;21;-1.72
88;1992;22;9.36
89;1992;21;-2.16
89;1992;22;7.48
90;1992;21;-1.43
90;1992;22;2.28
91;1992;21;-0.85
91;1992;22;5.76
92;1992;21;-4.14
92;1992;22;0.20
93;1992;21;-0.53
93;1992;22;2.87
94;1992;21;-2.43
94;1992;22;4.42
95;1992;21;7.30
95;1992;22;2.59
96;1992;21;-1.61
96;1992;22;1.33
97;1992;21;-3.46
97;1992;22;-0.63
98;1992;21;-4.57
98;1992;22;1.67
99;1992;21;-0.90
99;1992;22;3.91
100;1992;21;-6.24
100;1992;22;11.24
101;1992;21;0.60
101;1992;22;4.37
102;1992;21;-10.96
102;1992;22;5.10
111;1992;21;-4.69
111;1992;22;6.81
112;1992;21;-2.47
112;1992;22;2.84
113;1992;21;-2.03
113;1992;22;3.43
114;1992;21;-10.59
114;1992;22;5.90
115;1992;21;0.17
115;1992;22;3.64
116;1992;21;-1.51
116;1992;22;4.65
117;1992;21;-2.98
117;1992;22;3.04
118;1992;21;-2.82
118;1992;22;3.09
119;1992;21;2.80
119;1992;22;3.62
120;1992;21;-4.05
120;1992;22;4.95
121;1992;21;-1.39
121;1992;22;1.67
131;1992;21;4.26
